filing_id,company_id,ticker,company_name,accession_number,accession_nodash,form_type,filing_date,report_date,acceptance_datetime,fiscal_year,fiscal_period,fiscal_quarter,sic,sic_description,state_of_incorporation,fiscal_year_end,primary_document,primary_doc_description,source_url,raw_html_path,raw_text_path,is_xbrl,is_inline_xbrl
000032019322000007,0000320193,AAPL,Apple Inc.,0000320193-22-000007,000032019322000007,10-Q,2022-01-28,2021-12-25,2022-01-27T23:00:58.000Z,2022,Q1,1,3571,Electronic Computers,CA,0926,aapl-20211225.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019322000007/aapl-20211225.htm,source_data/SEC/raw_html/000032019322000007.html,source_data/SEC/filing/000032019322000007.txt,1,1
000032019322000059,0000320193,AAPL,Apple Inc.,0000320193-22-000059,000032019322000059,10-Q,2022-04-29,2022-03-26,2022-04-28T22:03:58.000Z,2022,Q2,2,3571,Electronic Computers,CA,0926,aapl-20220326.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019322000059/aapl-20220326.htm,source_data/SEC/raw_html/000032019322000059.html,source_data/SEC/filing/000032019322000059.txt,1,1
000032019322000070,0000320193,AAPL,Apple Inc.,0000320193-22-000070,000032019322000070,10-Q,2022-07-29,2022-06-25,2022-07-28T22:06:56.000Z,2022,Q3,3,3571,Electronic Computers,CA,0926,aapl-20220625.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019322000070/aapl-20220625.htm,source_data/SEC/raw_html/000032019322000070.html,source_data/SEC/filing/000032019322000070.txt,1,1
000032019322000108,0000320193,AAPL,Apple Inc.,0000320193-22-000108,000032019322000108,10-K,2022-10-28,2022-09-24,2022-10-27T22:01:14.000Z,2022,FY,4,3571,Electronic Computers,CA,0926,aapl-20220924.htm,10-K,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm,source_data/SEC/raw_html/000032019322000108.html,source_data/SEC/filing/000032019322000108.txt,1,1
000032019323000006,0000320193,AAPL,Apple Inc.,0000320193-23-000006,000032019323000006,10-Q,2023-02-03,2022-12-31,2023-02-02T23:01:30.000Z,2023,Q1,1,3571,Electronic Computers,CA,0926,aapl-20221231.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019323000006/aapl-20221231.htm,source_data/SEC/raw_html/000032019323000006.html,source_data/SEC/filing/000032019323000006.txt,1,1
000032019323000064,0000320193,AAPL,Apple Inc.,0000320193-23-000064,000032019323000064,10-Q,2023-05-05,2023-04-01,2023-05-04T22:03:52.000Z,2023,Q2,2,3571,Electronic Computers,CA,0926,aapl-20230401.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019323000064/aapl-20230401.htm,source_data/SEC/raw_html/000032019323000064.html,source_data/SEC/filing/000032019323000064.txt,1,1
000032019323000077,0000320193,AAPL,Apple Inc.,0000320193-23-000077,000032019323000077,10-Q,2023-08-04,2023-07-01,2023-08-03T22:04:43.000Z,2023,Q3,3,3571,Electronic Computers,CA,0926,aapl-20230701.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019323000077/aapl-20230701.htm,source_data/SEC/raw_html/000032019323000077.html,source_data/SEC/filing/000032019323000077.txt,1,1
000032019323000106,0000320193,AAPL,Apple Inc.,0000320193-23-000106,000032019323000106,10-K,2023-11-03,2023-09-30,2023-11-02T22:08:27.000Z,2023,FY,4,3571,Electronic Computers,CA,0926,aapl-20230930.htm,10-K,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm,source_data/SEC/raw_html/000032019323000106.html,source_data/SEC/filing/000032019323000106.txt,1,1
000032019324000006,0000320193,AAPL,Apple Inc.,0000320193-24-000006,000032019324000006,10-Q,2024-02-02,2023-12-30,2024-02-01T23:03:38.000Z,2024,Q1,1,3571,Electronic Computers,CA,0926,aapl-20231230.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019324000006/aapl-20231230.htm,source_data/SEC/raw_html/000032019324000006.html,source_data/SEC/filing/000032019324000006.txt,1,1
000032019324000069,0000320193,AAPL,Apple Inc.,0000320193-24-000069,000032019324000069,10-Q,2024-05-03,2024-03-30,2024-05-02T22:04:25.000Z,2024,Q2,2,3571,Electronic Computers,CA,0926,aapl-20240330.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019324000069/aapl-20240330.htm,source_data/SEC/raw_html/000032019324000069.html,source_data/SEC/filing/000032019324000069.txt,1,1
000032019324000081,0000320193,AAPL,Apple Inc.,0000320193-24-000081,000032019324000081,10-Q,2024-08-02,2024-06-29,2024-08-01T22:03:34.000Z,2024,Q3,3,3571,Electronic Computers,CA,0926,aapl-20240629.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019324000081/aapl-20240629.htm,source_data/SEC/raw_html/000032019324000081.html,source_data/SEC/filing/000032019324000081.txt,1,1
000032019324000123,0000320193,AAPL,Apple Inc.,0000320193-24-000123,000032019324000123,10-K,2024-11-01,2024-09-28,2024-11-01T10:01:36.000Z,2024,FY,4,3571,Electronic Computers,CA,0926,aapl-20240928.htm,10-K,https://www.sec.gov/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,source_data/SEC/raw_html/000032019324000123.html,source_data/SEC/filing/000032019324000123.txt,1,1
000032019325000008,0000320193,AAPL,Apple Inc.,0000320193-25-000008,000032019325000008,10-Q,2025-01-31,2024-12-28,2025-01-31T11:01:27.000Z,2025,Q1,1,3571,Electronic Computers,CA,0926,aapl-20241228.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019325000008/aapl-20241228.htm,source_data/SEC/raw_html/000032019325000008.html,source_data/SEC/filing/000032019325000008.txt,1,1
000032019325000057,0000320193,AAPL,Apple Inc.,0000320193-25-000057,000032019325000057,10-Q,2025-05-02,2025-03-29,2025-05-02T10:00:46.000Z,2025,Q2,2,3571,Electronic Computers,CA,0926,aapl-20250329.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019325000057/aapl-20250329.htm,source_data/SEC/raw_html/000032019325000057.html,source_data/SEC/filing/000032019325000057.txt,1,1
000032019325000073,0000320193,AAPL,Apple Inc.,0000320193-25-000073,000032019325000073,10-Q,2025-08-01,2025-06-28,2025-08-01T10:00:42.000Z,2025,Q3,3,3571,Electronic Computers,CA,0926,aapl-20250628.htm,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019325000073/aapl-20250628.htm,source_data/SEC/raw_html/000032019325000073.html,source_data/SEC/filing/000032019325000073.txt,1,1
000032019325000079,0000320193,AAPL,Apple Inc.,0000320193-25-000079,000032019325000079,10-K,2025-10-31,2025-09-27,2025-10-31T10:01:26.000Z,2025,FY,4,3571,Electronic Computers,CA,0926,aapl-20250927.htm,10-K,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,source_data/SEC/raw_html/000032019325000079.html,source_data/SEC/filing/000032019325000079.txt,1,1
000156459022002324,0000789019,MSFT,MICROSOFT CORP,0001564590-22-002324,000156459022002324,10-Q,2022-01-25,2021-12-31,2022-01-25T21:09:04.000Z,2022,Q2,2,7372,Services-Prepackaged Software,WA,0630,msft-10q_20211231.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000156459022002324/msft-10q_20211231.htm,source_data/SEC/raw_html/000156459022002324.html,source_data/SEC/filing/000156459022002324.txt,1,1
000156459022015675,0000789019,MSFT,MICROSOFT CORP,0001564590-22-015675,000156459022015675,10-Q,2022-04-26,2022-03-31,2022-04-26T20:08:55.000Z,2022,Q3,3,7372,Services-Prepackaged Software,WA,0630,msft-10q_20220331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000156459022015675/msft-10q_20220331.htm,source_data/SEC/raw_html/000156459022015675.html,source_data/SEC/filing/000156459022015675.txt,1,1
000156459022026876,0000789019,MSFT,MICROSOFT CORP,0001564590-22-026876,000156459022026876,10-K,2022-07-28,2022-06-30,2022-07-28T20:06:19.000Z,2022,FY,4,7372,Services-Prepackaged Software,WA,0630,msft-10k_20220630.htm,10-K,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/msft-10k_20220630.htm,source_data/SEC/raw_html/000156459022026876.html,source_data/SEC/filing/000156459022026876.txt,1,1
000156459022035087,0000789019,MSFT,MICROSOFT CORP,0001564590-22-035087,000156459022035087,10-Q,2022-10-25,2022-09-30,2022-10-25T20:08:55.000Z,2023,Q1,1,7372,Services-Prepackaged Software,WA,0630,msft-10q_20220930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000156459022035087/msft-10q_20220930.htm,source_data/SEC/raw_html/000156459022035087.html,source_data/SEC/filing/000156459022035087.txt,1,1
000156459023000733,0000789019,MSFT,MICROSOFT CORP,0001564590-23-000733,000156459023000733,10-Q,2023-01-24,2022-12-31,2023-01-24T21:34:20.000Z,2023,Q2,2,7372,Services-Prepackaged Software,WA,0630,msft-10q_20221231.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000156459023000733/msft-10q_20221231.htm,source_data/SEC/raw_html/000156459023000733.html,source_data/SEC/filing/000156459023000733.txt,1,1
000095017023014423,0000789019,MSFT,MICROSOFT CORP,0000950170-23-014423,000095017023014423,10-Q,2023-04-25,2023-03-31,2023-04-25T20:07:43.000Z,2023,Q3,3,7372,Services-Prepackaged Software,WA,0630,msft-20230331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017023014423/msft-20230331.htm,source_data/SEC/raw_html/000095017023014423.html,source_data/SEC/filing/000095017023014423.txt,1,1
000095017023035122,0000789019,MSFT,MICROSOFT CORP,0000950170-23-035122,000095017023035122,10-K,2023-07-27,2023-06-30,2023-07-27T20:01:56.000Z,2023,FY,4,7372,Services-Prepackaged Software,WA,0630,msft-20230630.htm,10-K,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/msft-20230630.htm,source_data/SEC/raw_html/000095017023035122.html,source_data/SEC/filing/000095017023035122.txt,1,1
000095017023054855,0000789019,MSFT,MICROSOFT CORP,0000950170-23-054855,000095017023054855,10-Q,2023-10-24,2023-09-30,2023-10-24T20:07:40.000Z,2024,Q1,1,7372,Services-Prepackaged Software,WA,0630,msft-20230930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017023054855/msft-20230930.htm,source_data/SEC/raw_html/000095017023054855.html,source_data/SEC/filing/000095017023054855.txt,1,1
000095017024008814,0000789019,MSFT,MICROSOFT CORP,0000950170-24-008814,000095017024008814,10-Q,2024-01-30,2023-12-31,2024-01-30T21:05:46.000Z,2024,Q2,2,7372,Services-Prepackaged Software,WA,0630,msft-20231231.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017024008814/msft-20231231.htm,source_data/SEC/raw_html/000095017024008814.html,source_data/SEC/filing/000095017024008814.txt,1,1
000095017024048288,0000789019,MSFT,MICROSOFT CORP,0000950170-24-048288,000095017024048288,10-Q,2024-04-25,2024-03-31,2024-04-25T20:06:24.000Z,2024,Q3,3,7372,Services-Prepackaged Software,WA,0630,msft-20240331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017024048288/msft-20240331.htm,source_data/SEC/raw_html/000095017024048288.html,source_data/SEC/filing/000095017024048288.txt,1,1
000095017024087843,0000789019,MSFT,MICROSOFT CORP,0000950170-24-087843,000095017024087843,10-K,2024-07-30,2024-06-30,2024-07-30T20:06:22.000Z,2024,FY,4,7372,Services-Prepackaged Software,WA,0630,msft-20240630.htm,10-K,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,source_data/SEC/raw_html/000095017024087843.html,source_data/SEC/filing/000095017024087843.txt,1,1
000095017024118967,0000789019,MSFT,MICROSOFT CORP,0000950170-24-118967,000095017024118967,10-Q,2024-10-30,2024-09-30,2024-10-30T20:07:17.000Z,2025,Q1,1,7372,Services-Prepackaged Software,WA,0630,msft-20240930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017024118967/msft-20240930.htm,source_data/SEC/raw_html/000095017024118967.html,source_data/SEC/filing/000095017024118967.txt,1,1
000095017025010491,0000789019,MSFT,MICROSOFT CORP,0000950170-25-010491,000095017025010491,10-Q,2025-01-29,2024-12-31,2025-01-29T21:11:54.000Z,2025,Q2,2,7372,Services-Prepackaged Software,WA,0630,msft-20241231.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017025010491/msft-20241231.htm,source_data/SEC/raw_html/000095017025010491.html,source_data/SEC/filing/000095017025010491.txt,1,1
000095017025061046,0000789019,MSFT,MICROSOFT CORP,0000950170-25-061046,000095017025061046,10-Q,2025-04-30,2025-03-31,2025-04-30T20:08:52.000Z,2025,Q3,3,7372,Services-Prepackaged Software,WA,0630,msft-20250331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017025061046/msft-20250331.htm,source_data/SEC/raw_html/000095017025061046.html,source_data/SEC/filing/000095017025061046.txt,1,1
000095017025100235,0000789019,MSFT,MICROSOFT CORP,0000950170-25-100235,000095017025100235,10-K,2025-07-30,2025-06-30,2025-07-30T20:11:40.000Z,2025,FY,4,7372,Services-Prepackaged Software,WA,0630,msft-20250630.htm,10-K,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm,source_data/SEC/raw_html/000095017025100235.html,source_data/SEC/filing/000095017025100235.txt,1,1
000119312525256321,0000789019,MSFT,MICROSOFT CORP,0001193125-25-256321,000119312525256321,10-Q,2025-10-29,2025-09-30,2025-10-29T20:10:48.000Z,2026,Q1,1,7372,Services-Prepackaged Software,WA,0630,msft-20250930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000119312525256321/msft-20250930.htm,source_data/SEC/raw_html/000119312525256321.html,source_data/SEC/filing/000119312525256321.txt,1,1
000101872422000005,0001018724,AMZN,AMAZON COM INC,0001018724-22-000005,000101872422000005,10-K,2022-02-04,2021-12-31,2022-02-03T18:46:51.000Z,2021,FY,4,5961,Retail-Catalog & Mail-Order Houses,DE,1231,amzn-20211231.htm,10-K,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/amzn-20211231.htm,source_data/SEC/raw_html/000101872422000005.html,source_data/SEC/filing/000101872422000005.txt,1,1
000101872422000013,0001018724,AMZN,AMAZON COM INC,0001018724-22-000013,000101872422000013,10-Q,2022-04-29,2022-03-31,2022-04-28T18:29:24.000Z,2022,Q1,1,5961,Retail-Catalog & Mail-Order Houses,DE,1231,amzn-20220331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000013/amzn-20220331.htm,source_data/SEC/raw_html/000101872422000013.html,source_data/SEC/filing/000101872422000013.txt,1,1
000101872422000019,0001018724,AMZN,AMAZON COM INC,0001018724-22-000019,000101872422000019,10-Q,2022-07-29,2022-06-30,2022-07-28T18:24:06.000Z,2022,Q2,2,5961,Retail-Catalog & Mail-Order Houses,DE,1231,amzn-20220630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000019/amzn-20220630.htm,source_data/SEC/raw_html/000101872422000019.html,source_data/SEC/filing/000101872422000019.txt,1,1
000101872422000023,0001018724,AMZN,AMAZON COM INC,0001018724-22-000023,000101872422000023,10-Q,2022-10-28,2022-09-30,2022-10-27T18:23:57.000Z,2022,Q3,3,5961,Retail-Catalog & Mail-Order Houses,DE,1231,amzn-20220930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000023/amzn-20220930.htm,source_data/SEC/raw_html/000101872422000023.html,source_data/SEC/filing/000101872422000023.txt,1,1
000101872423000004,0001018724,AMZN,AMAZON COM INC,0001018724-23-000004,000101872423000004,10-K,2023-02-03,2022-12-31,2023-02-02T18:27:34.000Z,2022,FY,4,5961,Retail-Catalog & Mail-Order Houses,DE,1231,amzn-20221231.htm,10-K,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/amzn-20221231.htm,source_data/SEC/raw_html/000101872423000004.html,source_data/SEC/filing/000101872423000004.txt,1,1
000101872423000008,0001018724,AMZN,AMAZON COM INC,0001018724-23-000008,000101872423000008,10-Q,2023-04-28,2023-03-31,2023-04-27T18:24:51.000Z,2023,Q1,1,5961,Retail-Catalog & Mail-Order Houses,DE,1231,amzn-20230331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000008/amzn-20230331.htm,source_data/SEC/raw_html/000101872423000008.html,source_data/SEC/filing/000101872423000008.txt,1,1
000101872423000012,0001018724,AMZN,AMAZON COM INC,0001018724-23-000012,000101872423000012,10-Q,2023-08-04,2023-06-30,2023-08-03T18:24:35.000Z,2023,Q2,2,5961,Retail-Catalog & Mail-Order Houses,DE,1231,amzn-20230630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000012/amzn-20230630.htm,source_data/SEC/raw_html/000101872423000012.html,source_data/SEC/filing/000101872423000012.txt,1,1
000101872423000018,0001018724,AMZN,AMAZON COM INC,0001018724-23-000018,000101872423000018,10-Q,2023-10-27,2023-09-30,2023-10-26T18:36:51.000Z,2023,Q3,3,5961,Retail-Catalog & Mail-Order Houses,DE,1231,amzn-20230930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000018/amzn-20230930.htm,source_data/SEC/raw_html/000101872423000018.html,source_data/SEC/filing/000101872423000018.txt,1,1
000101872424000008,0001018724,AMZN,AMAZON COM INC,0001018724-24-000008,000101872424000008,10-K,2024-02-02,2023-12-31,2024-02-01T18:48:30.000Z,2023,FY,4,5961,Retail-Catalog & Mail-Order Houses,DE,1231,amzn-20231231.htm,10-K,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm,source_data/SEC/raw_html/000101872424000008.html,source_data/SEC/filing/000101872424000008.txt,1,1
